Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Color,Owner_Type,State,Insurance_Status,Manufacturing_Plant,Number_of_Repairs,Previous_Accidents,Body_Type
191,Tata Motors,Tiago,2017,Petrol,Manual,1840000,29.7,1500,6,15500,Blue,Second,Gujarat,Not Insured,Surat,0,3,Coupe
192,Renault,Triber,2021,Diesel,Automatic,2710000,18.6,1500,4,7300,Grey,Fourth & Above,Karnataka,Insured,Pune,10,2,Convertible
193,Mahindra,Bolero,2021,Petrol,Manual,1930000,10.1,1800,4,6700,Green,First,Delhi,Insured,Gurgaon,5,0,SUV
194,Hyundai,Creta,2019,Electric,Automatic,1510000,13.7,800,6,10200,Red,Second,Maharashtra,Not Insured,Gurgaon,3,3,Sedan
195,Hyundai,Venue,2019,CNG,Manual,2470000,29.2,1000,7,12800,Red,First,Karnataka,Insured,Gurgaon,6,4,SUV
196,Mahindra,Thar,2024,Diesel,Automatic,3280000,20.1,1500,5,9400,Silver,Third,Karnataka,Insured,Sanand,4,5,Hatchback
197,Toyota,Fortuner,2024,Petrol,Automatic,2030000,15.7,1800,7,23000,Blue,First,West Bengal,Insured,Manesar,9,4,Hatchback
198,Honda,Amaze,2018,Diesel,Automatic,1010000,22.2,2000,5,8100,Black,First,Gujarat,Not Insured,Surat,9,5,Convertible
199,Honda,Civic,2015,Electric,Automatic,2860000,18.7,2500,4,16600,Black,Second,West Bengal,Insured,Pune,1,5,SUV
200,Renault,Lodgy,2019,Electric,Manual,2590000,24.7,2500,6,21100,Grey,Fourth & Above,Telangana,Not Insured,Pune,1,3,Convertible
201,Toyota,Glanza,2017,Electric,Automatic,2150000,12,2000,7,17700,Silver,First,Karnataka,Not Insured,Manesar,9,4,SUV
202,Volkswagen,Tiguan,2018,Petrol,Manual,1090000,28.1,800,4,24500,White,Second,Karnataka,Insured,Sanand,2,4,Hatchback
203,Skoda,Kushaq,2016,Electric,Automatic,1860000,18.1,800,4,9400,Grey,Third,Telangana,Insured,Sanand,8,5,Coupe
204,Skoda,Superb,2018,Electric,Manual,1870000,13.5,800,6,21000,Silver,Second,Gujarat,Not Insured,Manesar,5,5,Convertible
205,Honda,Civic,2022,Diesel,Manual,2860000,23.6,1500,4,13700,Blue,Second,Gujarat,Not Insured,Manesar,6,2,SUV
206,Toyota,Urban Cruiser,2016,Petrol,Automatic,2660000,25.2,2000,6,5000,Blue,Fourth & Above,Tamil Nadu,Not Insured,Chennai,7,4,Convertible
207,Kia,EV6,2017,Diesel,Manual,2890000,19.9,1000,6,15200,Blue,First,Delhi,Not Insured,Sanand,10,2,Convertible
208,Volkswagen,Vento,2020,Electric,Automatic,1740000,25.6,1000,4,16200,Blue,Third,Delhi,Not Insured,Gurgaon,10,3,Hatchback
209,Hyundai,Venue,2022,Electric,Manual,2490000,13.6,1800,6,7800,Blue,Second,Tamil Nadu,Insured,Pune,2,2,Coupe
210,Hyundai,i10,2019,Electric,Manual,1490000,15.1,800,4,10900,Silver,First,Delhi,Not Insured,Sanand,8,4,Sedan
211,Honda,WR-V,2018,Diesel,Manual,640000,16.3,800,4,9900,Silver,First,Karnataka,Insured,Manesar,5,0,Hatchback
212,Kia,Carens,2023,CNG,Automatic,2030000,16,800,6,11200,Red,Second,Tamil Nadu,Not Insured,Gurgaon,0,0,Convertible
213,Mahindra,XUV300,2022,Electric,Manual,2950000,17.3,1200,7,11000,Black,First,Tamil Nadu,Insured,Chennai,2,0,Hatchback
214,Hyundai,i20,2024,CNG,Manual,2330000,28.7,1800,7,8500,Green,Second,Delhi,Not Insured,Surat,1,3,Sedan
215,Volkswagen,Polo,2016,Electric,Manual,1770000,20.1,1500,7,23400,Blue,Second,Maharashtra,Insured,Chennai,5,5,Convertible
216,Renault,Duster,2023,Petrol,Manual,2650000,20.2,1000,6,11400,White,Second,Delhi,Insured,Gurgaon,5,3,SUV
217,Renault,Triber,2021,Diesel,Manual,980000,25.2,800,7,19700,Green,Third,West Bengal,Not Insured,Gurgaon,10,3,Sedan
218,Renault,Triber,2022,CNG,Manual,3280000,27,2000,7,10300,Silver,Second,Maharashtra,Insured,Manesar,10,5,SUV
219,Skoda,Octavia,2016,Electric,Manual,2710000,14,800,7,7300,White,Fourth & Above,Tamil Nadu,Not Insured,Surat,3,1,Sedan
220,Renault,Kwid,2019,Petrol,Manual,1660000,18.3,1200,5,12500,White,First,Maharashtra,Not Insured,Manesar,8,3,Sedan
221,Skoda,Rapid,2018,Electric,Automatic,460000,19.6,1000,4,11600,White,Third,Karnataka,Insured,Pune,3,2,Convertible
222,Kia,EV6,2020,Electric,Manual,1810000,21.6,1200,7,11900,Red,First,Gujarat,Insured,Surat,0,0,Convertible
223,Tata Motors,Harrier,2019,Electric,Automatic,1750000,17,1500,7,17900,Silver,Third,Maharashtra,Not Insured,Surat,10,4,Coupe
224,Mahindra,Thar,2019,CNG,Automatic,1120000,22.3,1200,6,22600,White,Fourth & Above,West Bengal,Not Insured,Pune,7,3,Convertible
225,Volkswagen,Virtus,2016,Electric,Automatic,2190000,27.7,1200,6,21900,Blue,Third,Gujarat,Not Insured,Chennai,7,4,SUV
226,Toyota,Glanza,2016,Electric,Automatic,2540000,13.4,1000,5,7000,Grey,Third,Karnataka,Insured,Gurgaon,5,1,Sedan
227,Honda,City,2019,Diesel,Automatic,2270000,28.2,800,7,10300,White,Third,West Bengal,Insured,Chennai,5,5,Convertible
228,Hyundai,i20,2022,Petrol,Automatic,3040000,29,2500,4,20300,Red,First,Telangana,Not Insured,Manesar,8,4,SUV
229,Tata Motors,Nexon,2021,Diesel,Automatic,3420000,12.9,800,5,13800,Green,Second,Gujarat,Insured,Sanand,2,3,Convertible
230,Hyundai,i10,2018,CNG,Manual,3050000,12.3,1500,5,15300,Silver,First,Telangana,Insured,Manesar,1,4,Sedan
231,Volkswagen,Taigun,2020,Diesel,Manual,1240000,20.9,1800,4,17200,Red,Second,Karnataka,Insured,Sanand,2,4,Sedan
232,Skoda,Rapid,2018,Diesel,Manual,1140000,28.5,1800,4,9900,White,First,Gujarat,Not Insured,Gurgaon,6,2,Convertible
233,Skoda,Kushaq,2016,Petrol,Automatic,1930000,14.6,1000,7,11600,Silver,Fourth & Above,Gujarat,Not Insured,Gurgaon,2,1,Sedan
234,Skoda,Slavia,2018,CNG,Manual,3230000,11.3,1000,4,5900,Grey,Fourth & Above,Delhi,Insured,Surat,6,3,Convertible
235,Mahindra,XUV700,2020,CNG,Manual,1860000,21.2,1200,6,11300,White,Third,West Bengal,Insured,Gurgaon,4,3,SUV
236,Honda,Amaze,2021,Electric,Automatic,1340000,27.6,2500,5,9300,Red,Fourth & Above,West Bengal,Not Insured,Pune,3,0,Convertible
237,Tata Motors,Punch,2019,Electric,Automatic,2050000,10.2,2000,4,11900,Black,Third,Maharashtra,Insured,Pune,9,0,Hatchback
238,Toyota,Camry,2024,Petrol,Manual,2970000,24.6,1000,4,23300,Blue,Second,Telangana,Not Insured,Sanand,5,1,Sedan
239,Mahindra,XUV300,2023,Diesel,Manual,1020000,11.4,1000,6,8700,Green,Fourth & Above,Telangana,Not Insured,Chennai,6,2,Coupe
240,Kia,Sonet,2019,CNG,Manual,3010000,13.5,1800,6,13400,Red,Second,West Bengal,Not Insured,Surat,7,4,Sedan
241,Toyota,Camry,2023,Electric,Manual,1930000,24.5,1800,4,15800,Silver,First,West Bengal,Not Insured,Chennai,10,1,Sedan
242,Maruti Suzuki,Dzire,2018,Electric,Manual,1570000,11,1200,5,21300,White,Second,Gujarat,Not Insured,Sanand,8,0,Coupe
243,Tata Motors,Harrier,2015,Petrol,Manual,1740000,19.3,2000,6,18500,Blue,First,Telangana,Not Insured,Pune,4,3,SUV
244,Toyota,Innova,2022,Diesel,Automatic,1040000,10.2,2000,4,24000,White,Second,Tamil Nadu,Not Insured,Manesar,4,5,Coupe
245,Tata Motors,Harrier,2018,Petrol,Automatic,940000,19.8,1000,6,7100,Silver,Second,Delhi,Insured,Surat,6,2,Sedan
246,Hyundai,Creta,2022,Diesel,Automatic,1590000,21.9,1800,4,21600,White,Fourth & Above,Maharashtra,Not Insured,Sanand,0,2,Hatchback
247,Mahindra,XUV300,2021,Petrol,Manual,2160000,28.6,2000,7,17200,Black,Second,Delhi,Insured,Chennai,7,5,Hatchback
248,Honda,Jazz,2017,CNG,Automatic,2570000,11,1800,5,22300,Blue,Fourth & Above,Maharashtra,Insured,Sanand,8,5,Convertible
249,Kia,Sonet,2022,Petrol,Automatic,1260000,28.8,1800,7,15600,Blue,Fourth & Above,Karnataka,Insured,Sanand,9,4,Hatchback
250,Volkswagen,Polo,2024,Petrol,Automatic,2610000,27.7,2500,6,5900,Silver,Third,Gujarat,Not Insured,Gurgaon,0,4,Coupe
251,Honda,City,2017,Diesel,Automatic,1190000,11.1,1200,5,21400,Green,Third,West Bengal,Insured,Pune,7,1,Sedan
252,Hyundai,Creta,2024,CNG,Manual,1480000,14.2,2000,7,19700,Black,First,West Bengal,Not Insured,Surat,5,2,Coupe
253,Hyundai,Creta,2023,Petrol,Automatic,1700000,24.7,1200,6,24300,Red,Second,Tamil Nadu,Not Insured,Gurgaon,1,1,Sedan
254,Tata Motors,Punch,2015,Electric,Automatic,3190000,11.8,1800,4,8900,White,First,Telangana,Insured,Pune,10,3,Convertible
255,Maruti Suzuki,Ertiga,2023,Electric,Manual,3380000,15.5,1800,4,6000,Grey,Second,Telangana,Insured,Sanand,9,4,Hatchback
256,Renault,Kwid,2019,Electric,Automatic,740000,10.4,1000,4,9600,White,Third,Delhi,Insured,Pune,9,0,Hatchback
257,Renault,Kiger,2020,Electric,Automatic,2060000,14.3,1800,4,11700,White,Third,Delhi,Insured,Chennai,1,2,Sedan
258,Hyundai,i20,2021,Electric,Manual,3200000,17.4,800,7,6600,Red,Second,Delhi,Not Insured,Surat,9,3,Coupe
259,Mahindra,XUV300,2019,CNG,Manual,3280000,19.8,1000,7,19200,White,Second,Telangana,Insured,Gurgaon,8,0,Sedan
260,Honda,WR-V,2022,Diesel,Automatic,2060000,12,2000,4,6800,Black,Third,West Bengal,Insured,Surat,1,2,Sedan
261,Skoda,Rapid,2019,CNG,Automatic,1490000,14.3,1800,4,22700,Black,Third,Telangana,Insured,Sanand,7,0,Coupe
262,Maruti Suzuki,WagonR,2023,Petrol,Manual,700000,17.3,1000,5,24400,Blue,First,Delhi,Insured,Chennai,7,3,SUV
263,Kia,Sonet,2023,Petrol,Automatic,2620000,23.4,800,5,7800,Silver,Third,Gujarat,Insured,Pune,5,5,Convertible
264,Toyota,Glanza,2022,CNG,Manual,1020000,24.1,2500,5,6400,Green,Second,Maharashtra,Not Insured,Pune,5,4,Coupe
265,Volkswagen,Polo,2022,Diesel,Manual,2240000,13.8,2000,7,24100,Grey,First,West Bengal,Not Insured,Chennai,1,1,Hatchback
266,Honda,Amaze,2021,Diesel,Manual,2400000,22.3,1500,4,11200,White,Second,Gujarat,Not Insured,Pune,2,3,Coupe
267,Honda,Civic,2023,Petrol,Manual,2560000,14.6,1000,4,17100,White,Fourth & Above,Karnataka,,Gurgaon,9,2,Sedan
268,Kia,Sonet,2016,Petrol,Manual,1440000,15.9,1200,7,10400,Red,First,Gujarat,Insured,Manesar,10,0,Hatchback
269,Volkswagen,Virtus,2018,Diesel,Automatic,3450000,26.9,1000,7,12900,Silver,Second,Gujarat,Not Insured,Pune,4,4,SUV
270,Renault,Kwid,2016,Electric,Automatic,3210000,25.4,2000,5,8500,Black,Third,Karnataka,Not Insured,Sanand,4,3,Hatchback
271,Maruti Suzuki,WagonR,2022,Electric,Manual,520000,24.7,1000,4,22200,Grey,Fourth & Above,Gujarat,Not Insured,Pune,1,2,Convertible
272,Honda,WR-V,2023,Petrol,Automatic,2600000,25.1,2000,6,15800,Blue,Second,Maharashtra,Not Insured,Surat,4,3,Coupe
273,Mahindra,Scorpio,2017,Diesel,Manual,3260000,12.3,2500,4,21000,Black,First,West Bengal,Insured,Sanand,9,4,SUV
274,Tata Motors,Tiago,2018,CNG,Automatic,1190000,23.9,1200,4,5800,Silver,Second,Tamil Nadu,Insured,Pune,2,1,SUV
275,Mahindra,Scorpio,2019,Petrol,Manual,3210000,15.9,1800,4,16600,Green,Fourth & Above,Telangana,Insured,Pune,5,3,Hatchback
276,Maruti Suzuki,Swift,2022,CNG,Automatic,3400000,21.2,800,6,15000,Blue,First,Karnataka,Not Insured,Sanand,3,5,Hatchback
277,Hyundai,Creta,2020,Electric,Automatic,2610000,15.9,1200,6,18100,Green,Fourth & Above,West Bengal,Not Insured,Gurgaon,10,4,Sedan
278,Toyota,Camry,2020,Petrol,Manual,860000,11.7,800,7,15800,Red,Second,Delhi,Not Insured,Manesar,1,1,SUV
279,Maruti Suzuki,Baleno,2022,Diesel,Manual,2480000,24.8,800,6,22500,Red,Third,Maharashtra,Insured,Manesar,6,0,Hatchback
280,Renault,Duster,2018,Electric,Manual,2210000,11.8,2000,7,6500,White,Third,Tamil Nadu,Insured,Gurgaon,4,1,Hatchback
281,Maruti Suzuki,Swift,2023,Diesel,Manual,1280000,25.5,1000,4,7700,Green,Second,Maharashtra,Not Insured,Pune,9,5,Sedan
282,Kia,Carnival,2023,CNG,Automatic,3070000,26.1,1200,7,23700,Silver,Second,Maharashtra,Insured,Manesar,8,5,Sedan
283,Mahindra,XUV700,2022,Diesel,Automatic,3040000,17.7,2500,5,11300,Grey,Second,Delhi,Not Insured,Gurgaon,2,1,Sedan
284,Renault,Kiger,2020,CNG,Automatic,420000,24.2,2000,4,10400,Blue,First,Tamil Nadu,Not Insured,Gurgaon,8,3,SUV
285,Toyota,Glanza,2016,Electric,Manual,2220000,17.7,2500,5,17300,Black,Fourth & Above,Telangana,Not Insured,Manesar,10,1,Hatchback
286,Toyota,Fortuner,2017,Diesel,Automatic,3240000,27.2,1200,6,19600,Silver,Fourth & Above,Maharashtra,Insured,Sanand,3,2,Hatchback
287,Kia,Carnival,2018,CNG,Automatic,1240000,18.4,800,6,18200,Silver,Fourth & Above,Delhi,Not Insured,Chennai,8,3,Hatchback
288,Tata Motors,Nexon,2022,Electric,Automatic,2830000,11,1500,4,20000,Red,Second,Karnataka,Not Insured,Sanand,10,0,Convertible
289,Maruti Suzuki,Swift,2018,CNG,Automatic,1200000,24.7,800,6,13400,Green,Fourth & Above,Delhi,Insured,Pune,5,1,Hatchback
290,Volkswagen,Taigun,2018,Diesel,Automatic,1110000,11.8,1000,4,21600,White,Second,Gujarat,Not Insured,Sanand,10,2,Coupe
291,Renault,Triber,2015,Diesel,Manual,3020000,19.4,1800,4,15300,White,First,West Bengal,Not Insured,Surat,9,3,Convertible
292,Kia,EV6,2021,Electric,Automatic,2280000,10,1200,7,10700,Blue,Third,Delhi,Insured,Chennai,7,3,Convertible
293,Toyota,Urban Cruiser,2015,CNG,Manual,2970000,17.8,1200,7,12500,Red,Second,Delhi,Not Insured,Chennai,4,1,SUV
294,Skoda,Kushaq,2022,CNG,Automatic,2020000,26.1,1500,7,6200,Silver,Second,Delhi,Not Insured,Gurgaon,7,0,Hatchback
295,Maruti Suzuki,Ertiga,2022,Diesel,Manual,1520000,15,1000,7,19900,Grey,Third,Telangana,Not Insured,Surat,7,1,SUV
296,Skoda,Slavia,2018,Petrol,Manual,1390000,13.3,1200,6,19800,Red,Third,Maharashtra,Insured,Pune,6,1,Sedan
297,Mahindra,Scorpio,2018,Electric,Manual,2440000,16.1,800,5,14400,Blue,First,Telangana,Not Insured,Gurgaon,5,0,Sedan
298,Volkswagen,Vento,2019,Electric,Automatic,3350000,15.3,1200,5,18500,Blue,Fourth & Above,Tamil Nadu,Not Insured,Sanand,6,0,Hatchback
299,Skoda,Octavia,2016,Petrol,Manual,2750000,21.9,2000,6,13600,Red,Second,Delhi,Not Insured,Sanand,5,4,Hatchback
300,Maruti Suzuki,Baleno,2016,Diesel,Automatic,1270000,29.6,2000,6,6700,Blue,Fourth & Above,Delhi,Insured,Manesar,9,2,Sedan
301,Renault,Duster,2016,CNG,Manual,650000,16,2000,4,20000,Red,Second,Gujarat,Insured,Gurgaon,0,3,Convertible
302,Volkswagen,Vento,2022,Diesel,Manual,2670000,22.9,1000,6,10000,Black,First,Gujarat,Insured,Surat,7,5,Hatchback
303,Kia,Carens,2020,Diesel,Automatic,1180000,10.9,1200,5,23400,Red,Third,Karnataka,Not Insured,Gurgaon,0,4,Sedan
304,Skoda,Rapid,2019,CNG,Automatic,2110000,10.3,2000,4,19800,Green,First,Karnataka,Insured,Gurgaon,5,4,Sedan
305,Renault,Kiger,2018,CNG,Automatic,3310000,18.7,1800,4,23000,Red,Third,Gujarat,Not Insured,Gurgaon,5,2,Convertible
306,Maruti Suzuki,Baleno,2024,CNG,Automatic,1550000,13.4,1000,5,16700,Blue,Fourth & Above,Tamil Nadu,Insured,Chennai,4,4,Convertible
307,Kia,Sonet,2016,Electric,Automatic,1170000,13.2,1200,6,9200,Green,Fourth & Above,Karnataka,Insured,Manesar,9,0,Sedan
308,Tata Motors,Tiago,2022,CNG,Automatic,1690000,18.2,2500,7,14700,Blue,First,West Bengal,Insured,Pune,4,2,SUV
309,Maruti Suzuki,WagonR,2015,CNG,Automatic,2500000,26.6,1500,7,9100,White,Third,West Bengal,Insured,Pune,10,1,SUV
310,Kia,EV6,2020,CNG,Automatic,1410000,18.8,1000,5,14100,White,First,Tamil Nadu,Not Insured,Pune,3,1,Coupe
311,Maruti Suzuki,Ertiga,2019,Electric,Automatic,1960000,15.9,800,4,5300,Green,Third,Gujarat,Insured,Chennai,10,5,Sedan
312,Maruti Suzuki,WagonR,2017,Diesel,Automatic,2180000,11,1200,5,22300,Black,Third,Karnataka,Not Insured,Manesar,4,2,Convertible
313,Renault,Kwid,2020,Electric,Manual,3000000,22.9,800,7,12100,White,Fourth & Above,Delhi,Not Insured,Surat,3,1,Sedan
314,Toyota,Camry,2020,Diesel,Automatic,880000,28.5,1000,7,16600,Red,Fourth & Above,Gujarat,Not Insured,Manesar,6,2,Coupe
315,Hyundai,i20,2016,Diesel,Manual,1990000,14.6,2500,4,9300,Blue,Third,Karnataka,Insured,Chennai,8,3,Hatchback
316,Toyota,Innova,2023,Petrol,Automatic,1000000,21,1500,6,19200,White,Third,Tamil Nadu,Insured,Surat,7,3,SUV
317,Toyota,Urban Cruiser,2023,Petrol,Manual,2680000,11.6,1800,4,18100,White,Third,West Bengal,Not Insured,Gurgaon,10,0,Coupe
318,Mahindra,XUV300,2020,Petrol,Automatic,2060000,19.8,1000,4,7700,Black,Fourth & Above,Tamil Nadu,Insured,Sanand,7,0,Hatchback
319,Toyota,Glanza,2021,Electric,Automatic,1530000,25.8,1200,4,11300,Green,Fourth & Above,Karnataka,Not Insured,Gurgaon,1,4,Coupe
320,Honda,Amaze,2015,Petrol,Manual,2770000,22.1,2500,5,19200,Green,Second,Tamil Nadu,Insured,Pune,5,4,SUV
321,Kia,Seltos,2017,Electric,Automatic,3400000,23.4,1500,6,11900,Silver,Third,Karnataka,Insured,Gurgaon,6,5,Coupe
322,Maruti Suzuki,Dzire,2018,Petrol,Automatic,1520000,29.9,1500,5,12700,Black,Second,Karnataka,Not Insured,Chennai,9,0,Hatchback
323,Toyota,Urban Cruiser,2019,CNG,Manual,2960000,23,2500,5,12300,Red,Third,Tamil Nadu,Insured,Pune,2,2,Coupe
324,Volkswagen,Tiguan,2017,Petrol,Manual,920000,29.3,1800,7,5700,Green,Fourth & Above,Maharashtra,Not Insured,Sanand,2,3,Sedan
325,Mahindra,Bolero,2022,Electric,Manual,1850000,14.9,800,6,18400,Blue,Second,Delhi,Not Insured,Surat,0,4,Sedan
326,Maruti Suzuki,Baleno,2016,Diesel,Automatic,2280000,19.6,1500,5,14400,Black,Second,Gujarat,Insured,Surat,9,1,Hatchback
327,Tata Motors,Punch,2020,Electric,Automatic,1590000,17.2,2000,6,14300,White,First,West Bengal,Insured,Pune,4,3,Coupe
328,Tata Motors,Punch,2016,Electric,Manual,3040000,18.9,1200,5,5800,Blue,Third,Delhi,Insured,Gurgaon,9,5,Coupe
329,Kia,Seltos,2015,Diesel,Automatic,1460000,13.1,800,7,21900,Blue,Fourth & Above,Gujarat,Not Insured,Manesar,0,4,Sedan
330,Kia,Seltos,2024,Petrol,Automatic,1860000,16.8,2000,6,12300,White,First,Gujarat,Insured,Manesar,7,0,Sedan
331,Maruti Suzuki,Swift,2021,Petrol,Manual,1480000,10.2,800,6,10800,Black,First,West Bengal,Insured,Surat,6,5,SUV
332,Toyota,Glanza,2021,Diesel,Automatic,3000000,27,1500,5,15300,White,Third,Delhi,Insured,Manesar,3,1,Hatchback
333,Tata Motors,Harrier,2022,Electric,Automatic,1360000,12.3,1200,7,17900,Silver,First,West Bengal,Insured,Pune,4,0,Convertible
334,Tata Motors,Punch,2021,CNG,Manual,430000,24.8,2500,7,15700,Blue,Third,Karnataka,Not Insured,Manesar,1,1,Coupe
335,Skoda,Octavia,2017,Diesel,Automatic,1560000,27,2500,7,16400,Grey,First,West Bengal,Insured,Chennai,5,2,SUV
336,Honda,Jazz,2018,Electric,Manual,1100000,11.8,1000,6,10200,Grey,Third,Tamil Nadu,Not Insured,Surat,3,0,Hatchback
337,Maruti Suzuki,Ertiga,2015,Electric,Automatic,1930000,17.5,1800,7,9500,Red,Fourth & Above,Maharashtra,Insured,Sanand,5,1,SUV
338,Maruti Suzuki,WagonR,2015,CNG,Automatic,2270000,26.2,1200,5,12000,Green,Third,Maharashtra,Insured,Manesar,9,5,SUV
339,Maruti Suzuki,Ertiga,2024,Petrol,Automatic,910000,16,800,5,25000,White,Third,Maharashtra,Insured,Chennai,7,3,SUV
340,Kia,Carens,2015,CNG,Manual,1600000,17.4,1000,7,9400,White,Second,Delhi,Not Insured,Chennai,7,2,Sedan
341,Volkswagen,Virtus,2018,Diesel,Automatic,1120000,29.7,2500,4,22900,Red,Fourth & Above,Delhi,Not Insured,Pune,1,5,Coupe
342,Tata Motors,Nexon,2016,Petrol,Manual,420000,24.5,1800,6,17500,Red,Fourth & Above,Karnataka,Insured,Surat,0,1,SUV
343,Maruti Suzuki,Dzire,2022,Diesel,Automatic,1310000,19.3,1500,4,19000,Red,Fourth & Above,Telangana,Not Insured,Pune,10,1,Coupe
344,Volkswagen,Tiguan,2015,Diesel,Manual,560000,28.6,1000,7,14000,Blue,First,Maharashtra,Not Insured,Sanand,0,4,SUV
345,Mahindra,Bolero,2018,CNG,Automatic,680000,22.2,1200,5,7700,Silver,Second,Karnataka,Insured,Sanand,1,4,Sedan
346,Maruti Suzuki,Swift,2017,Electric,Automatic,2020000,11.7,1800,4,17000,White,Fourth & Above,Telangana,Insured,Gurgaon,1,2,Coupe
347,Mahindra,Bolero,2024,CNG,Manual,2390000,19.6,1200,6,22100,Blue,First,Maharashtra,Insured,Sanand,5,3,Convertible
348,Honda,City,2017,Diesel,Automatic,1740000,19.3,800,6,20300,Red,First,Delhi,Insured,Surat,10,5,Hatchback
349,Renault,Kwid,2015,CNG,Automatic,520000,18.2,800,7,11100,White,First,Telangana,Insured,Surat,4,4,Sedan
350,Toyota,Fortuner,2018,Petrol,Manual,2960000,13.1,1800,4,19500,Blue,Second,Tamil Nadu,Insured,Pune,7,2,Hatchback
351,Hyundai,Creta,2022,Diesel,Automatic,1200000,21.1,1500,6,20600,Silver,First,Tamil Nadu,Not Insured,Chennai,7,4,Convertible
352,Skoda,Superb,2016,Diesel,Manual,3150000,11,1200,7,10800,Blue,Second,Tamil Nadu,Insured,Gurgaon,3,5,SUV
353,Toyota,Fortuner,2024,CNG,Automatic,3230000,16.3,1200,7,22500,Silver,Third,West Bengal,Insured,Sanand,4,4,SUV
354,Tata Motors,Altroz,2024,Diesel,Automatic,2520000,21.5,800,4,8500,Red,First,Tamil Nadu,Insured,,9,3,Convertible
355,Mahindra,Scorpio,2021,Petrol,Automatic,2310000,15.6,1200,6,9400,Silver,Fourth & Above,Gujarat,Insured,Pune,4,5,Hatchback
356,Volkswagen,Vento,2016,Electric,Manual,2850000,14.2,800,4,19400,White,First,Maharashtra,Not Insured,Manesar,3,3,Coupe
357,Hyundai,Venue,2020,Petrol,Manual,1670000,16.1,1800,4,12100,Red,Third,Tamil Nadu,Not Insured,Gurgaon,10,0,Convertible
358,Volkswagen,Polo,2019,CNG,Automatic,2340000,22.7,800,7,19700,White,Third,Telangana,Not Insured,Surat,1,5,Coupe
359,Tata Motors,Harrier,2018,CNG,Manual,1980000,18,1200,5,16300,Grey,First,Gujarat,Insured,Chennai,10,3,Coupe
360,Tata Motors,Nexon,2024,CNG,Automatic,1930000,28.7,2000,4,15600,Black,Third,Gujarat,Insured,Pune,4,0,Convertible
361,Tata Motors,Nexon,2018,Petrol,Automatic,3200000,19.9,2500,6,13100,Silver,Second,Gujarat,Not Insured,Pune,8,3,Sedan
362,Mahindra,XUV300,2018,Petrol,Automatic,3470000,21.9,2500,7,21500,Black,Second,Karnataka,Not Insured,Gurgaon,7,0,Sedan
363,Toyota,Fortuner,2021,Diesel,Automatic,2850000,14.5,1000,7,10100,Black,First,Telangana,Insured,Gurgaon,2,0,Hatchback
364,Tata Motors,Nexon,2017,Diesel,Manual,1930000,24.6,800,7,23000,Silver,Second,Karnataka,Insured,Sanand,2,3,SUV
365,Hyundai,i10,2018,CNG,Manual,2810000,20.2,2000,5,8500,Red,Second,Gujarat,Insured,Sanand,5,2,Sedan
366,Renault,Duster,2024,Petrol,Automatic,1670000,21.9,1000,6,20100,Grey,Fourth & Above,West Bengal,Insured,Surat,5,3,Coupe
367,Renault,Kwid,2022,CNG,Manual,1380000,10.2,1500,4,13700,White,First,Tamil Nadu,Insured,Surat,7,0,Coupe
368,Skoda,Kushaq,2019,Electric,Manual,470000,12,1200,7,10400,Blue,Third,Maharashtra,Not Insured,Gurgaon,8,2,Convertible
369,Tata Motors,Punch,2018,CNG,Manual,1370000,21,2000,7,12200,White,First,Telangana,Insured,Gurgaon,5,1,SUV
370,Volkswagen,Taigun,2024,Electric,Automatic,2660000,10.8,1000,7,17600,Blue,Second,West Bengal,Not Insured,Chennai,6,1,Sedan
371,Maruti Suzuki,Dzire,2015,Electric,Automatic,890000,15.9,800,4,8800,White,Fourth & Above,Delhi,Insured,Sanand,4,3,SUV
372,Renault,Kiger,2015,,Manual,800000,12.7,1200,6,7700,Silver,First,Karnataka,Not Insured,Pune,1,0,Convertible
373,Kia,Sonet,2017,Electric,Automatic,840000,11.4,2000,5,12800,Grey,First,Tamil Nadu,Not Insured,Sanand,3,0,Hatchback
374,Honda,City,2018,Petrol,Manual,2750000,22.7,800,4,12500,Blue,Second,Tamil Nadu,Not Insured,Sanand,5,2,Hatchback
375,Honda,Civic,2018,Electric,Automatic,3220000,13,2500,6,11300,Green,Second,Delhi,Insured,Gurgaon,4,5,Sedan
376,Honda,Jazz,2018,CNG,Automatic,2600000,18.4,1500,4,17600,Red,First,Delhi,Insured,Gurgaon,10,4,Hatchback
377,Kia,Seltos,2016,Electric,Automatic,1610000,23.1,1800,7,18600,White,Second,Telangana,Insured,Sanand,10,0,Hatchback
378,Kia,Carens,2020,Diesel,Automatic,470000,18,1200,5,6700,White,Second,Tamil Nadu,Not Insured,Manesar,7,5,Coupe
379,Maruti Suzuki,WagonR,2020,CNG,Automatic,690000,22.5,1500,6,18300,Blue,Second,Delhi,Not Insured,Manesar,4,5,Coupe
380,Renault,Kiger,2021,Electric,Manual,2360000,21.9,1800,6,20400,Red,Second,Tamil Nadu,Insured,Surat,1,3,Convertible
381,Skoda,Octavia,2015,Petrol,Automatic,2800000,16.4,1000,5,20000,Red,Second,West Bengal,Not Insured,Sanand,6,2,Sedan
